question,a,b,c,d,e,answer,split
"이 글을 읽고 알 수 있는 내용이 아닌 것을 고르십시오.  ### 참고: 어떤 상품의 가격은 기본적으로 수요와 공급에 의해 결정된다. 시장에 참여하고 있는 경제 주체들은 자신이 갖고 있는 정보를 기초로 하여 수요와 공급을 결정한다. 이들이 똑같은 정보를 함께 갖고 있으며 이 정보가 아주 틀린 것이 아닌 한, 상품의 가격은 어떤 기본적인 수준에서 크게 벗어나지 않을 것이라고 예상할 수 있다. 예를 들어 튤립 알뿌리 하나의 값은 수선화 알뿌리 하나의 값과 비슷하고, 메추리알 하나는 달걀 하나보다 더 쌀 것으로 짐작해도 무방하다는 말이다. 그러나 현실에서는 사람들이 서로 다른 정보를 갖고 시장에 참여하는 경우가 많다. 어떤 사람은 특정한 정보를 갖고 있는데 거래 상대방은 그 정보를 갖고 있지 못한 경우도 있다. 뿐만 아니라 이들 사이에 거래에 참여하는 목적이나 재산 등의 측면에서 큰 차이가 존재하는 것이 보통이다. 이런 경우에는 어떤 상품의 가격이 우리의 상식으로는 도저히 이해하기 힘든 수준까지 일시적으로 뛰어오르는 현상이 나타날 가능성이 있다. 이런 현상은 특히 투기의 대상이 되는 자산의 경우에 자주 목격되는데, 우리는 이를 ㉠‘거품(bubbles)’이라고 부른다. 일반적으로 거품이란 것은 어떤 상품의 가격이 지속적으로 급격히 상승하는 현상을 가리킨다. 이와 같은 지속적인 가격 상승이 일어나는 이유는 애초에 생긴 가격 상승이 추가적인 가격 상승의 기대로 이어져 ㉡투기 바람이 형성되기 때문이다. 어떤 상품의 가격이 올라 그것을 미리 사 둔 사람이 재미를 보았다는 소문이 돌면 너도나도 사려고 달려들기 때문에 가격이 뛰어오르게 된다. 물론 이 같은 거품이 무한정 커질 수는 없고 언젠가는 터져 정상적인 상태로 돌아올 수밖에 없다. 이 때 거품이 터지는 충격으로 인해 경제에 심각한 위기가 닥칠 수도 있다.",일반적으로 수요와 공급에 의해 가격이 결정된다,실제 현실에서는 경제 주체들이 가진 정보의 수준에는 차이가 있다.,거품이란 어떤 상품의 가격이 지속적으로 완만하게 상승하는 현상을 말한다.,경제 주체들이 똑같은 정보를 가지고 있으면 상품의 가격은 기본적인 수준에서 결정된다.,,c,RC
"㉠과 ㉡에 대한 설명으로 적절한 것을 고르십시오.  ### 참고: 어떤 상품의 가격은 기본적으로 수요와 공급에 의해 결정된다. 시장에 참여하고 있는 경제 주체들은 자신이 갖고 있는 정보를 기초로 하여 수요와 공급을 결정한다. 이들이 똑같은 정보를 함께 갖고 있으며 이 정보가 아주 틀린 것이 아닌 한, 상품의 가격은 어떤 기본적인 수준에서 크게 벗어나지 않을 것이라고 예상할 수 있다. 예를 들어 튤립 알뿌리 하나의 값은 수선화 알뿌리 하나의 값과 비슷하고, 메추리알 하나는 달걀 하나보다 더 쌀 것으로 짐작해도 무방하다는 말이다. 그러나 현실에서는 사람들이 서로 다른 정보를 갖고 시장에 참여하는 경우가 많다. 어떤 사람은 특정한 정보를 갖고 있는데 거래 상대방은 그 정보를 갖고 있지 못한 경우도 있다. 뿐만 아니라 이들 사이에 거래에 참여하는 목적이나 재산 등의 측면에서 큰 차이가 존재하는 것이 보통이다. 이런 경우에는 어떤 상품의 가격이 우리의 상식으로는 도저히 이해하기 힘든 수준까지 일시적으로 뛰어오르는 현상이 나타날 가능성이 있다. 이런 현상은 특히 투기의 대상이 되는 자산의 경우에 자주 목격되는데, 우리는 이를 ㉠‘거품(bubbles)’이라고 부른다. 일반적으로 거품이란 것은 어떤 상품의 가격이 지속적으로 급격히 상승하는 현상을 가리킨다. 이와 같은 지속적인 가격 상승이 일어나는 이유는 애초에 생긴 가격 상승이 추가적인 가격 상승의 기대로 이어져 ㉡투기 바람이 형성되기 때문이다. 어떤 상품의 가격이 올라 그것을 미리 사 둔 사람이 재미를 보았다는 소문이 돌면 너도나도 사려고 달려들기 때문에 가격이 뛰어오르게 된다. 물론 이 같은 거품이 무한정 커질 수는 없고 언젠가는 터져 정상적인 상태로 돌아올 수밖에 없다. 이 때 거품이 터지는 충격으로 인해 경제에 심각한 위기가 닥칠 수도 있다.",㉡이 사라지면 ㉠이 발생한다.,㉡이 형성되면 ㉠이 발생한다.,㉠은 ㉡과 달리 가격이 하락하면 발생한다,㉠은 ㉡과 달리 많은 정보를 가진 경우에 발생한다.,,b,RC
"다음을 읽고 내용과 같지 않은 것을 고르십시오.  ### 참고: 변호사는 누군가 갈등이 발생하여 전문적인 법적 판단을 구해야 할 때 그를 대신하여 법률행위를하는 사람이다. 변호사의 가장 중요한 업무는 법정에서 의뢰인을 변호하는 일이지만, 변호사의 일은법정 밖 보이지 않는 곳에서도 계속된다. 예를 들어, 법률 상담을 해 주는 것 역시 변호사의 가장 중요한 업무 중 하나다. 상담을 할 때에는, 상담자가 무리하게 소송을 벌이는 게 아니라 서로 합의를 할 수 있도록 도와줄 필요가 있다. 변호사는 변호사법에 따라 공익 활동도 해야 한다. 물론 경력이 2년 미만이거나 60세 이상, 질병 등의 사유가 있으면 이런 공익 의무가 면제되지만 그 외에는 서울·경기·인천 등은 20시간, 강원·충북 등은 30시간 이상의 공익활동을 해야 한다. 시민운동단체나 교육기관에서의 활동, 개인에 대한 무료 변호등 법률서비스 제공 등이 공익활동으로 인정된다.",변호사는 의뢰인을 대신하여 법정에서 법률행위를 한다.,변호사는 합의보다는 소송에서 승리하는 방법을 주로 안내한다.,변호사는 변호뿐만 아니라 상담이나 봉사 등 다양한 일을 한다.,변호사는 지역에 따라 부과되는 공익 의무 시간이 다르다.,,b,RC
"다음을 읽고 내용과 같지 않은 것을 고르십시오.  ### 참고: 손을 잘 씻는 데도 요령이 있다. 비누를 사용해 흐르는 물로 올바른 방법에 따라 씻는다면 손에 남아 있는 세균의 약 99.8%를 제거할 수 있다. 먼저 비누 거품을 충분히 내어서 손과 팔목까지 꼼꼼히문질러 닦고 흐르는 물에 깨끗하게 헹구어야 한다. 이때 손바닥이나 손등만 닦는 것이 아니라 손가락 끝과 손가락 사이, 손가락 마디, 손톱 밑 등 지나치기 쉬운 곳도 빼놓지 말고 씻도록 한다. 특히손톱은 세균의 온상이므로 손톱을 반대쪽 손바닥에 문지르는 방법 등으로 깨끗하게 관리할 필요가있다. 그리고 고체 비누의 경우 젖은 상태에서는 세균 번식이 쉽기 때문에 잘 말려서 사용해야 한다. 고체비누보다 물비누를 사용하는 것이 위생적이다. 흐르는 물에 손을 씻는 것만으로도 세균 제거에큰 효과가 있으므로 공중 화장실이나 공용 수돗가 등 비누가 없는 곳에서라도 손은 꼭 씻도록 한다",손을 씻을 때에는 빠트리는 부분 없이 손 전체를 깨끗하게 씻어야 한다.,비누 없이 흐르는 물로만 손을 씻어도 세균의 99% 이상을 씻어낼 수 있다.,손끝을 반대쪽 손바닥에 문지르면서 씻으면 손톱 밑의 세균을 제거할 수 있다.,비누로 손을 깨끗하게 씻기 위해서는 비누를 청결하게 관리하는 것도 중요하다.,,b,RC
"다음을 읽고 내용과 같은 것을 고르십시오.  ### 참고: 나이테는 나무를 가로로 잘랐을 때 보이는 동그라미 모양의 띠를 말한다. 나무는 시간의 흐름에 따라 천천히 자라는데, 계절에 따라 성장하는 속도가 다르기 때문에 나이테가 생기게 된다. 대체로 봄과 여름에는 세포분열이 활발하여 세포벽이 얇고 비교적 수분이 충분히 공급되어 세포의 부피가 커진다. 그러므로 나무 조직의 색이 연하고 면적이 넓어지게 된다. 그러나 가을부터는 성장속도가 급격히 감소하여 세포벽이 두꺼워지고 세포의 부피는 작아지며 조직이 치밀해지기 때문에 진한 색을띠게 된다. 이렇게 연한 조직과 짙은 조직이 번갈아 생성되기 때문에 1년에 한 개씩 동심원 모양의테가 만들어지는 것이다. 따라서 계절 변화가 없는 열대우림 기후에서 자란 나무에서는 나이테를 찾기가 어렵다.",나이테가 뚜렷할수록 나무가 튼튼하고 건강하다는 것을 보여준다.,나무의 성장 속도는 기온의 변화보다는 지역에 큰 영향을 받는다.,나무 성장 속도의 차이가 나무 조직의 밀도와 색상에 영향을 미친다.,나이테는 나무의 아랫부분과 윗부분의 성장 속도가 다르기 때문에 생겨난다.,,c,RC
"다음을 읽고 내용과 같은 것을 고르십시오.  ### 참고: 그림자놀이는 촛불 등의 불빛 뒤쪽으로 손을 움직여 벽이나 창문에 여러 모양의 그림자를 만드는놀이로 현대에 와서는 다양한 조명을 이용하여 행해진다. 동물의 모양을 흉내 내는 간단한 방법부터작은 소도구를 이용한 복잡한 방법까지 다양하며, 그림자 연극으로까지 발전하게 되었다. 그림자놀이는 원시시대부터 단순한 모양 만들기에서 시작되어 놀이와 예술을 오가며 오늘날까지 이어지고있는 것이다. 인도에서는 그림자놀이를 '손가락 예술(finger art)'이라 하여 전문적인 수련을 쌓은 예능인에 의해서 상당한 예술적 수준을 이루고 있다.",그림자놀이는 전기가 일반화되면서부터 점차 관심에서 멀어지기 시작하였다.,그림자놀이는 다양한 조명을 겹치게 비추어서 특정한 모양을 만드는 놀이이다.,그림자놀이는 우리나라에서 시작하여 인도나 서양에까지 널리 보급시킨 놀이이다.,그림자놀이는 일반인의 놀이부터 전문적인 예술의 영역까지 다양한 수준으로 발전하였다.,,d,RC
"다음을 읽고 내용과 같은 것을 고르십시오.  ### 참고: 온실의 유리창은 빛은 통과시키지만 열은 차단한다. 빛은 파장이 짧기 때문에 유리창을 통과할 수있지만 열은 파장이 길기 때문에 창문을 통과하여 밖으로 나가지 못하고 남아서 온실 안을 따뜻하게 만드는 것이다. 지구의 대기층은 이렇게 유리창과 같은 역할을 하는데 이를 '온실효과'라고 한다. 만약 대기가 없다면 지구의 기온은 떨어지고 만다. 현재 지구의 평균기온은 약 14℃인데, 지구에서대기를 없애면 평균기온은 -19℃로 떨어져 버린다고 한다. 온실효과는 이처럼 지구의 평화로운 삶을 위한 전제 조건이 된다. 문제는 온실효과의 영향이 점차 커져서 지구온난화가 일어난다는 데에있다. 지구온난화로 인해 지구의 극지방의 빙하가 녹고 해수면이 상승하면서 각종 생태계는 물론 인류의 삶에도 큰 위협이 되고 있다.",빛과 열은 파장의 길이가 서로 다르다.,지구의 한 쪽이 14℃일 때 반대쪽은 –19℃정도가 된다.,온실효과는 지구의 온도를 상승시키므로 최대한 막아야 한다.,지구에 온실이 많아지면 온실 효과의 부정적 영향이 증가한다.,,a,RC
"다음을 읽고 글의 중심 생각을 고르십시오.  ### 참고: ‘동전 없는 사회’ 시범 사업이 이미 시작되었지만 그 영향은 아직 나타나지 않고 있다. ‘동전 없는사회’는 편의점이나 마트에서 현금으로 결제하고 거스름돈은 선불카드나 카드 포인트 적립, 교통카드에 충전해 동전 사용을 줄이자는 정책이다. 동전 유통과 관리에 들어가는 사회적 비용을 절감하고편의성을 높이기 위한 것이다. 그러나 유통업체별로 사용할 수 있는 적립수단이 각기 다르고 이용방법이 쉽지 않다는 문제점이 아직 해결되지 않았다. 홍보나 교육 부족으로 업체 직원들마저도 제도자체를 잘 알지 못하고 있는 점도 문제점으로 지적된다. 아동이나 노인 등 새로운 기술에 익숙하지않은 소외 계층의 문제도 해결해야 한다. 동전의 사용량을 줄여 사회적 낭비를 막겠다는 취지를 살리기 위해서는 더 많은 기술적 보완과 홍보가 필요해 보인다.",동전이 사용되지 않는 사회를 이루겠다는 취지를 충분히 설명해야 한다.,거스름돈을 포인트로 전환하기 쉽도록 통일된 포인트 제도를 개발해야 한다.,동전 없는 사회 시범 사업을 성공적으로 이끌기 위해 해결해야 할 문제가 많다.,지금의 문제는 직원들을 대상으로 한 교육 강화를 통해 충분히 극복이 가능하다.,,c,RC
"다음을 읽고 글의 중심 생각을 고르십시오.  ### 참고: 게임의 한 형태로, ‘치킨(chicken) 게임’이 있다. 선수 A와 B가 자동차를 타고 서로 정면으로 충돌하는 상황을 생각해 보자. 만일 양쪽이 계속 달린다면 양쪽 모두 죽게 되는데 이것이 가장 나쁜 결과이다. 만일 한 쪽이 겁이 나서 옆으로 피하면 그 사람은 겁쟁이가 되어 체면을 잃게 되는 반면 피하지않은 사람은 용기를 칭찬받게 된다. 이 경우 피하지 않은 쪽에서는 더할 나위 없이 좋은 결과가 되지만 피한 쪽에서는 가장 나쁜 결과를 받아 들게 된다. 만일 양쪽 모두 옆으로 피하면 생명은 잃지 않지만 승자도, 패자도 없기 때문에 전체적으로 볼 때는 최선이 아닌 차선의 결과가 된다. 최후의 승자가 되기 위해서는 상대방에게 나는 절대 포기할 생각이 없다는 것을 강력하게 보여 주는 것이 효과적이다. 이는 상대방도 마찬가지이다. 그러나 끝까지 핸들을 돌리지 않을 경우 결국 모두 파국을 맞을 수도 있다. 이는 국제 정치에서도 마찬가지다.",치킨 게임은 승자와 패자가 분명하게 결정되는 특징이 있다.,치킨 게임 상황에서는 자칫 위험한 결과가 초래될 수도 있다.,치킨 게임에서는 끝까지 자신의 의지를 굽히지 않는 것이 중요하다.,치킨 게임과 같은 상황을 극복하기 위해서는 상대방을 잘 설득해야 한다.,,b,RC
"다음을 읽고 글의 중심 생각을 고르십시오.  ### 참고: ‘욜로(YOLO)’는 ‘인생은 한 번뿐이다’를 뜻하는 ‘You Only Live Once’의 앞 글자를 딴 용어로 현재자신의 행복을 가장 중시하며 소비하는 태도를 말한다. 다시 말해, 미래 또는 남을 위해 희생하지 않고 현재의 행복을 위해 소비하는 라이프 스타일이다. 이렇게 생활하는 일명 ‘욜로족’은 내 집 마련, 노후 준비보다 지금 당장 삶의 질을 높여줄 수 있는 취미생활, 자기계발 등에 돈을 아낌없이 쓴다. 이들의 소비는 단순히 물욕을 채우는 것을 넘어 자신의 이상을 실현하는 과정에 있다는 점에서 충동구매와 구별된다. 예컨대 모아둔 목돈으로 전셋집을 얻는 대신 세계 여행을 떠나거나 취미생활에한 달 월급만큼을 소비하는 것 등이 해당된다.",욜로족은 세계 여행을 떠나거나 취미 생활을 즐기기 때문에 목돈을 모으기 어렵다.,욜로는 타인에 대한 희생이나 이타주의적인 삶을 중요하게 생각하지 않는다.,욜로족은 미래의 삶을 준비하기 위해 필요한 것을 현재에 차근차근 준비한다.,욜로는 자신의 인생에 대한 가치관에 바탕을 두고 있다는 점이 큰 특징이다.,,d,RC
"다음을 읽고 <빈칸>에 들어갈 가장 알맞은 것을 고르십시오.  ### 참고: 국가에는 여러 개의 정당이 있을 수 있다. 이 가운데 대통령을 배출한 정당을 여당이라고 하며 어느 때든 여당은 1개의 정당뿐이다. 하지만 야당은 여당을 제외한 나머지 정당을 모두 일컫는 말이다. 여당은 대통령과 함께 자신들이 생각한 방향으로 정치를 하기 위해 노력하며 국가의 운영 전반에큰 영향력을 발휘한다. 반면 야당은 정부와 여당의 정책을 감시하고, 다음 선거 때 대통령을 배출하기 위해 노력한다. 하지만 여당이라도 국회의원 수가 야당보다 적다면 큰 힘을 발휘할 수 없으며 정부의 정책에 힘을 실어 주기도 어렵다. 반면 야당이라도 국회의원 수가 여당보다 많으면 큰 힘을 발휘할 수 있다. 그래서 <빈칸>.",여당보다 야당의 수가 항상 많을 수밖에 없다.,야당과 여당은 항상 타협과 경쟁을 반복하게 된다.,각 정당은 많은 국회의원을 배출하기 위해 노력한다.,정당의 힘은 대통령을 배출하였는가 여부에 의해 좌우된다.,,c,RC
"다음을 읽고 <빈칸>에 들어갈 가장 알맞은 것을 고르십시오.  ### 참고: ‘채찍’은 소나 말을 몰 때 쓰는 물건으로, 나뭇가지나 길쭉한 막대기 끝에 끈이나 가죽을 달아서 만든다. 채찍으로 멈춰 있던 소의 엉덩이를 ‘찰싹’ 때리면 소가 앞으로 나아가고, 달리는 말의 엉덩이를때리면 말은 더욱 빨리 달린다. 따라서 ‘가는 말에 채찍질한다’라는 말은 ‘잘 달리고 있는 말에 더 빨리 가라고 채찍질을 한다’는 뜻으로, <빈칸>는 의미로 사용된다. 일을잘하고 있는 사람에게 더 잘하라고 격려하고 칭찬해 주면 힘을 내서 더 좋은 결과를 얻을 수 있는것처럼 성실하고 부지런한 사람을 격려할 때 쓰는 말이기도 하다. 하는 일이 잘 되어 간다고 마음 놓고 방심할 것이 아니라 잘 되어 가는 일일수록 계속 정진하며 노력하는 자세를 유지하는 것이 중요하다.",누군가의 노력하는 모습을 다른 사람이 잘 알아주지 못한다,불필요한 폭력으로 서둘러 눈에 보이는 성과를 얻으려고 한다,좋은 결과를 얻기 위해서는 물리적인 힘을 보여줄 필요가 있다,일이 잘 되어 가더라도 더욱 애를 쓰면 더 큰 효과를 얻을 수 있다,,d,RC
"다음을 읽고 <빈칸>에 들어갈 가장 알맞은 것을 고르십시오.  ### 참고: 이웃’이란 서로 가까운 곳에 사는 사람이다. 자주 만날 수 있기 때문에 서로에게 생긴 기쁜 일과슬픈 일을 가장 잘 아는 사람들이기도 하다. 특히, 어려운 일을 당했을 때, <빈칸> 사람들이기도 하다. 그래서 ‘이웃사촌’이라는 말을 사용한다. 실제로 촌수가 사촌은 아닌 남남이지만, 이웃에 살면서 그만큼 정이 들어 사촌과 다를 바 없이 가까운 사람들이란 뜻이다. 물론 무슨 일이 생겼을 때 피가 섞인 가족이나 친척이 아무래도 더 도움을 주고 싶어 하겠지만 그러한 친척도 먼 곳에살고 있으면 필요할 때 도움을 받기 힘들다. 하지만 가까이 사는 이웃은 서로에 대해 가장 잘 알고, 가까운 곳에 있기 때문에 언제든지 도움을 주고받을 수가 있다. 그래서 이웃과 서로 사이좋게 지내면 먼 곳에 있는 친척보다 낫다는 뜻으로 이 말을 사용한다.",가장 가까이에서 가장 빨리 도움을 줄 수 있는,가장 기쁜 일을 떠올리게 하여 도움을 줄 수 있는,가장 멀리 있는 사람에게까지 소식을 전할 수 있는,가장 빨리 가까운 친척들에게 연락을 해 줄 수 있는,,a,RC
"다음을 읽고 글 앞에 있을 내용으로 가장 알맞은 것을 고르십시오.  ### 참고: 이와 같은 육아 휴직은 근로자의 육아부담을 줄이고 출산 후에도 계속 근무를 할 수 있도록 지원하여 근로자의 고용을 안정적으로 유지하기 위해 도입되었다. 육아휴직 기간은 1년 이내로, 육아휴직 기간 동안 매월 통상임금의 100분의 40을 육아휴직 급여로 지급받을 수 있다. 단, 같은 자녀에 대해서 피보험자인 배우자가 동시에 육아휴직을 부여받지 않아야 한다. 사업주는 육아휴직을 이유로해고나 그 밖의 불리한 처우를 해서는 안 되며, 육아휴직 기간에는 근로자를 해고할 수 없다. 또한육아휴직을 마친 후에는 휴직 전과 같은 업무 또는 동등한 수준의 임금을 지급하는 직무에 복귀시켜야 하고, 육아휴직 기간은 근속기간에 포함한다.",육아 휴직의 보장 내용,육아 휴직의 도입 취지,육아 휴직의 개념,육아 휴직의 문제점과 전망,,c,RC
"다음을 읽고 글 앞에 있을 내용으로 가장 알맞은 것을 고르십시오.  ### 참고: ‘빅데이터(big data)’가 적용되는 분야는 새로운 상품의 개발이나 마케팅에 머무르지 않는다. 상품의 배열에도 활용될 수 있다. 편의점에서 우유와 음료가 매장 맨 안쪽에 진열돼 있는 이유는 뭘까. 답은 역시 빅데이터에 있다. 음료와 우유를 매장의 가장 안쪽에 진열하는 것은 편의점에서 가장 매출이 높기 때문이다. 소비자 수요가 큰 만큼 동선을 길게 해 고객이 맨 안쪽 냉장고로 이동할 때까지다른 상품들도 둘러볼 수 있도록 하려는 의도다. 현금지급기(ATM)를 가급적 매장 안쪽에 두는 것도같은 이유다. 계절에 따라 진열 위치가 바뀌기도 한다. 초콜릿과 사탕이 대표적이다. 초콜릿은 겨울철에 매출이 높게 나타나는 반면, 사탕은 봄과 여름에 잘 팔리고 11월을 기점으로 매출이 떨어진다. 이런 이유로 날씨가 추워지면 초콜릿을 진열대 상단에, 사탕은 그 아래에 배치한다. 여름에는 위치가 반대가 된다.",빅데이터를 활용하여 신제품을 개발한 사례,빅데이터의 변화 과정과 앞으로의 발전 방향,빅데이터가 초래할 수 있는 위험성에 대한 경고,빅데이터에 영향을 받지 않는 산업 영역의 특징,,a,RC
"다음을 읽고 글 뒤에 이어질 내용으로 가장 알맞은 것을 고르십시오.  ### 참고: 협력의 원리는 언어 사용의 원리로서 최대한의 효과와 합리성을 갖추면서 대화가 성공적으로 이루어지도록 대화 참여자가 상호 협력적으로 대화에 참여한다는 원리이다. 화자와 청자가 서로 상대방이 협력의 원리를 준수할 것이라는 가정을 함으로써, 특정의 명시적 의미를 가진 표현이 어떻게그 이상의 의미를 전달할 수 있는지에 대해 설득력 있는 설명을 할 수 있다. 또한 협력의 원리는 말하고자 하는 바를 함축적으로 표현할 수 있는 가능성을 제공하기도 한다. 따라서 화자는 협력의 원리를 준수하는 다양한 표현 방법을 생각할 수 있다. 화자는 이러한 표현들 가운데 하나를 선택하며실제로 말을 하게 되는데, 이 선택의 과정에는 새로운 원리가 적용된다.",협력의 원리를 구성하는 다양한 방법과 협력의 원리가 적용된 사례,다양한 표현 가운데 하나를 선택하는 데 관여하는 원리의 개념과 내용,말하고자 하는 바를 협력의 원리를 활용하여 함축적으로 표현하는 방법,대화 참여자가 상호 협력적으로 대화에 참여하지 않을 때 발생하는 현상,,b,RC
"다음을 읽고 글 뒤에 이어질 내용으로 가장 알맞은 것을 고르십시오.  ### 참고: 대한민국에서는 국경일과 그 밖의 지정일에 태극기를 게양하도록 하고 있다. 태극기가 게양되는날은 1월 1일(새해 첫날), 3월 1일(3.1절), 6월 6일(현충일), 7월 17일(제헌절), 8월 15일(광복절), 10월1일(국군의 날), 10월 3일(개천절), 10월 9일(한글날)등이 있다. 이중 현충일은 나라를 위해 돌아가신분들의 희생정신을 기억하는 기념일이다. 현충일은 매년 6월 6일이며 공휴일로 지정되어 있다. 그런데 다른 국경일과는 달리 현충일에는 조기를 게양해야 한다. 조기는 현충일을 비롯하여 국가장이나국민장 등 나라를 위해 돌아가신 분들에 대해서 조의를 표현하기 위해 국기를 게양하는 방법으로일반적인 태극기 게양법과는 약간 다르다.",조기를 게양하는 구체적인 방법,일반적으로 태극기를 게양하는 방법,국경일에 따라 달라지는 태극기 게양 방법,나라를 위해 돌아가신 분들을 기리는 방법,,a,RC
"다음을 읽고 글의 제목으로 가장 알맞은 것을 고르십시오.  ### 참고: 경품 등과 관련해 기업이나 상점들이 소비자를 기만하는 행위가 끊이지 않고 있다. 경품 이벤트를열었다가 당첨자에게 약속했던 경품을 주지 않는 경우도 있지만, 이벤트에 당첨됐다고 거짓말을 한뒤 제품을 보내고 대금을 청구하는 것과 같은 ‘악덕 상술’로 인한 피해도 이어지고 있다.경품 행사 관련 분쟁에 대한 기업들의 대응에 문제가 있다는 지적도 나온다. 종종 법적 소송으로까지 이어지는 것은 경품을 둘러싼 문제 등이 발생했을 때 소비자와 기업의 인식 차이가 있고, 기업이소비자의 감정을 자극해 일을 키우게 되기 때문으로 분석된다.소비자는 경품 관련 갈등이 발생했을 때 기업의 공식적 사과와 보상을 원하지만, 기업은 ‘실무자의실수였다’는 식으로 둘러대며 소비자가 받아들일 수 없는 조건을 제시하는 경우가 많다. 여기에 소비자를 ‘블랙컨슈머(black-comsumer)’로 치부하거나 ○○커피의 경우처럼 행사 내용을 변조하는 경우 소비자를 자극해 소송 등으로 이어지기도 한다.","블랙컨슈머의 등장, 기업들의 피해 증대",기업의 실수나 착오로 인한 제품의 품질 문제 계속,끊이지 않는 경품 갈등으로 소비자들의 고통만 늘어나,"준다고 했다가 나 몰라라, 소비자는 언제까지 속기만 하나",,c,RC
"다음을 읽고 글의 제목으로 가장 알맞은 것을 고르십시오.  ### 참고: 기상전문업체는 최근 보도 자료에서 최근 3년 동안 서울시의 미세먼지 및 초미세먼지 농도를 분석한 결과를 발표했다. 서울시는 이 기간 동안 환경부의 미세먼지 ‘나쁨’ 예보 기준인 81㎍/㎥ 이상인날이 30일이었지만, 세계보건기구(WHO)의 일평균 권고기준인 51㎍/㎥ 이상인 날은 약 4배 이상 증가한 127.3일로 나타났다. 초미세먼지의 경우도 환경부 초미세먼지 ‘나쁨’ 예보 기준인 51㎍/㎥ 이상은 13.7일이었지만, 세계보건기구의 일평균 권고기준(26㎍/㎥ 이상)으로 따져보니 141.0일로 약 10배 이상 늘어난 것으로 나타났다. 환경부는 미세먼지와 초미세먼지 농도 환경기준을 각각 100㎍/㎥과 50㎍/㎥으로 정하고 각종 정책을 시행하고 있다. 또한 ‘좋음’, ‘보통’, ‘나쁨’, ‘매우 나쁨’ 등으로 농도를 세분화해 미세먼지·초미세먼지 예보를 시행 중이다. 이번 분석은 예보 기준 ‘나쁨’ 일수를 세계보건기구 환경기준 농도로 재분류한 것이다. 기상전문업체는 국내 미세먼지 농도 환경기준이 미국과 중국에 비해 낮게 설정돼 있으나, 세계보건기구 권고 기준에는 미치지 못한다고 설명했다. 초미세먼지의 경우에도 세계보건기구는 물론 미국, 일본보다 높게 설정되어 있다고 밝혔다.",WHO가 아닌 미국의 기준으로 미세먼지 측정 기준을 바꿔야 한다.,WHO 기준으로 본 서울의 미세먼지 심각하다.,미국과 중국에 비해 서울의 미세먼지 심각하지 않다.,일본에 비해 국내의 미세먼지 측정이 기준이 낮게 설정되어 있다.,,b,RC
"다음을 읽고 글의 제목으로 가장 알맞은 것을 고르십시오.  ### 참고: 옛날 농경사회에서는 남녀의 역할 분담이 뚜렷했으나, 시대가 흘러가면서 점차 남녀 역할에 차이가 줄어들었다. 특히 21세기에는 남녀의 역할 구분이 거의 무의미할 정도이다. 그러나 아무리 차이가 없어진다 해도 생물학적 제한 조건으로 인한 최소한의 차이까지 부정할 수는 없다. 남녀의 의사소통 방식에도 어느 정도 차이가 존재한다. 남성과 여성이 형식면에서는 같은 언어 체계를 사용하지만 서로 다른 의미로 사용하는 경우가 많다. 즉 사용하는 어휘는 같지만 그 내용면에서 남성과 여성의 언어가 서로 다르기 때문에 오해가 빚어지기도 한다. 남성의 경우, 단순히 마음을표현하는 것 이외에도 어떤 목적을 가지고 사실과 정보를 전달하는 의사소통을 많이 하는 반면, 여성들의 경우는 감정의 강도와 인간관계에 따라 느끼는 대로 표현하는 경향이 두드러진다.",의사소통 방식에서의 남녀의 차이,옛날 농경 사회에서의 남녀의 역할,남녀의 언어 차이에 따른 사회적 문제,남녀의 생물학적 차이에 따른 역할 분담,,a,RC
"다음을 읽고 글을 쓴 목적으로 가장 알맞은 것을 고르십시오.  ### 참고: ‘멘토(mentor)’는 스승이라는 의미뿐만 아니라 요즘에는 조언자, 상담자, 정신적 지주 등의 의미로도 사용된다. ‘멘토’라는 말은 어떻게 생겨났을까? 멘토는 원래 인물의 이름이었다. 고대 그리스의서사시 『오디세이』에 나오는 영웅 오디세우스 왕의 절친한 친구 ‘멘토’가 바로 그 주인공이다. 오디세우스는 트로이 전쟁에 출정하면서 아들 텔레마코스의 교육을 멘토에게 부탁했다. 10여 년에 걸친멘토의 가르침에 힘입어 텔레마코스는 훌륭하게 성장했고, 돌아온 오디세우스는 그런 아들의 모습에 감격하여 멘토에게 “역시 자네답다. 역시 멘토답다!”라고 크게 칭찬을 했다. 그 이후로 사람들 사이에서 훌륭하게 제자를 키워낸 사람을 가리켜 ‘멘토’라고 부르게 되었다.",‘멘토’와 ‘멘티’의 차이점을 보여주기 위해,현대사회에서 ‘멘토’의 중요성을 알리기 위해,‘멘토’의 의미가 어떻게 생겨났는지 알리기 위해,오디세우스 왕의 ‘멘토’가 누구인지 알리기 위해,,c,RC
